school,state,school_id,district_id,schoolwide_title1,title1_eligible,title1_school_status,lat,long,national_school_lunch_program,total_enroll,two_or_more_race,hawaiin_pi,white,black,hispanic,aapi,native
NORTH COLUMBIA ELEMENTARY SCHOOL,Georgia,1.30141E+11,1301410,,No,6-Not a Title I school,33.5872,-82.3189,Yes participating without using any Provision or the CEO,430,18,0,375,22,15,0,0
NORTH COLUMBUS ELEMENTARY,Georgia,1.30387E+11,1303870,,No,6-Not a Title I school,32.575084,-84.930745,Yes participating without using any Provision or the CEO,629,55,2,244,182,100,45,1
NORTH DODGE ELEMENTARY SCHOOL,Georgia,1.30177E+11,1301770,Yes,Yes,5-Title I schoolwide school,32.21,-83.2115,Yes under Community Eligibility Option (CEO),649,27,0,381,209,27,4,1
NORTH DOUGLAS ELEMENTARY SCHOOL,Georgia,1.30186E+11,1301860,Yes,Yes,5-Title I schoolwide school,33.7608,-84.7835,Yes participating without using any Provision or the CEO,548,31,0,30,395,90,1,1
NORTH FAYETTE ELEMENTARY SCHOOL,Georgia,1.30213E+11,1302130,Yes,Yes,5-Title I schoolwide school,33.5118,-84.4709,Yes participating without using any Provision or the CEO,613,49,0,44,385,111,22,2
NORTH FORSYTH HIGH SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.2778,-84.1072,Yes participating without using any Provision or the CEO,2672,66,4,2002,114,425,47,14
NORTH FORSYTH MIDDLE SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.2778,-84.1036,Yes participating without using any Provision or the CEO,1243,44,1,873,79,192,48,6
NORTH GWINNETT HIGH SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.0855,-84.0716,Yes participating without using any Provision or the CEO,3199,153,3,1495,388,290,866,4
NORTH GWINNETT MIDDLE SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.079,-84.0614,Yes participating without using any Provision or the CEO,2168,137,0,920,277,171,662,1
NORTH HABERSHAM MIDDLE SCHOOL,Georgia,1.30258E+11,1302580,,No,6-Not a Title I school,34.636,-83.5121,No,594,19,0,505,10,54,5,1
NORTH HALL HIGH SCHOOL,Georgia,1.30261E+11,1302610,,No,6-Not a Title I school,34.4267,-83.8509,Yes participating without using any Provision or the CEO,1127,22,1,915,8,179,2,0
NORTH HALL MIDDLE SCHOOL,Georgia,1.30261E+11,1302610,,No,6-Not a Title I school,34.424,-83.8519,Yes participating without using any Provision or the CEO,891,13,2,720,7,145,3,1
NORTH HARLEM ELEMENTARY SCHOOL,Georgia,1.30141E+11,1301410,Yes,Yes,5-Title I schoolwide school,33.419489,-82.318547,Yes participating without using any Provision or the CEO,796,66,2,518,139,61,8,2
NORTH HART ELEMENTARY SCHOOL,Georgia,1.30273E+11,1302730,Yes,Yes,5-Title I schoolwide school,34.374942,-83.001949,Yes participating without using any Provision or the CEO,639,41,0,477,50,68,3,0
NORTH JACKSON ELEMENTARY SCHOOL,Georgia,1.30294E+11,1302940,Yes,Yes,5-Title I schoolwide school,34.1783,-83.6965,Yes participating without using any Provision or the CEO,464,33,0,272,43,94,20,2
NORTH LAFAYETTE ELEMENTARY SCHOOL,Georgia,1.30537E+11,1305370,Yes,Yes,5-Title I schoolwide school,34.7165,-85.2766,Yes participating without using any Provision or the CEO,395,23,0,342,13,11,4,2
NORTH METRO ACADEMY OF PERFORMING ARTS,GEORGIA,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.956084,-84.215814,Yes participating without using any Provision or the CEO,331,15,0,7,271,37,0,1
NORTH MURRAY HIGH SCHOOL,Georgia,1.30384E+11,1303840,Yes,Yes,5-Title I schoolwide school,34.809061,-84.80932,Yes participating without using any Provision or the CEO,1048,9,0,768,6,263,1,1
NORTH OCONEE HIGH SCHOOL,Georgia,1.30396E+11,1303960,,No,6-Not a Title I school,33.8778,-83.5239,Yes participating without using any Provision or the CEO,1483,42,1,1140,45,138,113,4
NORTH PAULDING HIGH SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,34.0738,-84.8069,Yes participating without using any Provision or the CEO,2698,113,4,1712,564,256,41,8
NORTH SPRINGS HIGH SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,33.9577,-84.3633,Yes participating without using any Provision or the CEO,1492,57,0,366,731,298,39,1
NORTH TATTNALL MIDDLE SCHOOL,Georgia,1.30477E+11,1304770,Yes,Yes,5-Title I schoolwide school,32.0845,-82.1225,Yes under Community Eligibility Option (CEO),489,22,1,245,110,111,0,0
NORTH WHITFIELD MIDDLE SCHOOL,Georgia,1.3057E+11,1305700,Yes,Yes,5-Title I schoolwide school,34.862,-84.9435,Yes participating without using any Provision or the CEO,779,26,1,446,16,282,4,4
NORTHBROOK MIDDLE SCHOOL,GEORGIA,1.30255E+11,1302550,,No,6-Not a Title I school,34.00673,-84.068731,Yes participating without using any Provision or the CEO,977,28,1,111,285,391,161,0
NORTHCUTT ELEMENTARY SCHOOL,Georgia,1.30123E+11,1301230,Yes,Yes,5-Title I schoolwide school,33.6067,-84.4476,Yes under Community Eligibility Option (CEO),591,17,1,2,483,71,14,3
NORTHEAST HIGH SCHOOL,Georgia,1.30042E+11,1300420,Yes,Yes,5-Title I schoolwide school,32.866596,-83.620238,Yes under Community Eligibility Option (CEO),714,14,0,22,671,7,0,0
NORTHEAST MIDDLE SCHOOL,Georgia,1.30498E+11,1304980,Yes,Yes,5-Title I schoolwide school,31.486,-83.5141,Yes under Community Eligibility Option (CEO),761,26,0,245,324,156,8,2
NORTHGATE HIGH SCHOOL,Georgia,1.3015E+11,1301500,,No,6-Not a Title I school,33.4686,-84.6666,Yes participating without using any Provision or the CEO,1791,85,0,1192,254,187,63,10
NORTHSIDE ELEMENTARY,Georgia,1.3042E+11,1304200,Yes,Yes,5-Title I schoolwide school,34.0166,-85.253,Yes under Community Eligibility Option (CEO),512,34,0,161,66,249,2,0
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.30183E+11,1301830,Yes,Yes,5-Title I schoolwide school,31.6061,-84.1744,Yes under Community Eligibility Option (CEO),356,13,0,18,322,3,0,0
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.30246E+11,1302460,Yes,Yes,5-Title I schoolwide school,30.8871,-84.2103,Yes under Community Eligibility Option (CEO),411,4,0,30,128,246,1,2
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.3015E+11,1301500,Yes,Yes,5-Title I schoolwide school,33.4232,-84.797,Yes participating without using any Provision or the CEO,375,21,0,229,91,27,6,1
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.30288E+11,1302880,Yes,Yes,5-Title I schoolwide school,32.6555,-83.6568,Yes under Community Eligibility Option (CEO),487,34,1,109,293,45,4,1
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.30402E+11,1304020,Yes,Yes,5-Title I schoolwide school,33.9548,-84.8526,Yes participating without using any Provision or the CEO,606,48,0,340,147,65,2,4
NORTHSIDE ELEMENTARY SCHOOL,Georgia,1.30498E+11,1304980,Yes,Yes,5-Title I schoolwide school,31.4719,-83.5002,Yes under Community Eligibility Option (CEO),444,16,1,120,190,114,2,1
NORTHSIDE HIGH SCHOOL,Georgia,1.30387E+11,1303870,,No,6-Not a Title I school,32.5713,-84.9353,Yes participating without using any Provision or the CEO,1445,115,5,722,380,168,54,1
NORTHSIDE HIGH SCHOOL,Georgia,1.30288E+11,1302880,Yes,Yes,5-Title I schoolwide school,32.6276,-83.631,Yes under Community Eligibility Option (CEO),1936,97,1,556,1003,225,51,3
NORTHSIDE MIDDLE SCHOOL,Georgia,1.30288E+11,1302880,Yes,Yes,5-Title I schoolwide school,32.6351,-83.6446,Yes under Community Eligibility Option (CEO),835,45,2,179,505,99,4,1
NORTHVIEW HIGH SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,34.0393,-84.1777,Yes participating without using any Provision or the CEO,1804,70,0,373,217,99,1044,1
NORTHWEST ELEMENTARY SCHOOL,Georgia,1.30384E+11,1303840,Yes,Yes,5-Title I schoolwide school,34.8766,-84.7981,Yes under Community Eligibility Option (CEO),543,4,0,418,5,111,3,2
NORTHWEST LAURENS ELEMENTARY,Georgia,1.30189E+11,1301890,,No,6-Not a Title I school,32.5361,-83.0629,Yes under Community Eligibility Option (CEO),880,27,1,598,209,21,22,2
NORTHWEST WHITFIELD COUNTY HIGH SCHOOL,Georgia,1.3057E+11,1305700,,No,6-Not a Title I school,34.877,-84.9971,Yes participating without using any Provision or the CEO,1294,45,1,785,20,422,18,3
NORTHWESTERN MIDDLE SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,34.0962,-84.3369,Yes participating without using any Provision or the CEO,1192,60,1,797,81,106,144,3
NORTHWOOD ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,34.0296,-84.3066,Yes participating without using any Provision or the CEO,637,35,0,332,80,123,64,3
NORTON ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8099,-84.0094,Yes participating without using any Provision or the CEO,932,35,3,52,647,167,25,3
NORTON PARK ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.8799,-84.5506,Yes participating without using any Provision or the CEO,748,27,1,46,237,423,14,0
OAK GROVE ELEMENTARY SCHOOL,Georgia,1.30213E+11,1302130,,No,6-Not a Title I school,33.379931,-84.543958,Yes participating without using any Provision or the CEO,533,39,0,264,79,82,68,1
OAK GROVE ELEMENTARY SCHOOL,Georgia,1.30111E+11,1301110,Yes,Yes,5-Title I schoolwide school,34.0964,-84.6117,Yes participating without using any Provision or the CEO,447,30,0,155,55,197,10,0
OAK GROVE ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,,No,6-Not a Title I school,33.8366,-84.2889,Yes participating without using any Provision or the CEO,426,30,0,268,36,30,62,0
OAK HILL ELEMENTARY SCHOOL,Georgia,1.30393E+11,1303930,Yes,Yes,5-Title I schoolwide school,33.5266,-84.0071,Yes participating without using any Provision or the CEO,596,40,1,183,288,82,2,0
OAK HILL MS,Georgia,1.30021E+11,1300210,Yes,Yes,5-Title I schoolwide school,33.0834,-83.2668,Yes under Community Eligibility Option (CEO),1174,45,1,246,836,41,5,0
OAKCLIFF ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.903,-84.2588,Yes participating without using any Provision or the CEO,649,4,0,9,31,519,82,4
OAKHURST ELEMENTARY SCHOOL,Georgia,1.30168E+11,1301680,,No,6-Not a Title I school,33.7637,-84.306,Yes participating without using any Provision or the CEO,360,37,0,247,46,16,14,0
OAKLAND ELEMENTARY SCHOOL,Georgia,1.30282E+11,1302820,Yes,Yes,5-Title I schoolwide school,33.4303,-84.1969,Yes participating without using any Provision or the CEO,782,46,1,33,574,113,11,4
OAKLAND MEADOW SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,33.925915,-83.99989,Yes participating without using any Provision or the CEO,59,2,1,7,26,18,5,0
OAKLEY ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.5587,-84.527,Yes under Community Eligibility Option (CEO),689,11,0,6,601,66,5,0
OAKVIEW ELEMENTARY,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.6799,-84.2689,Yes under Community Eligibility Option (CEO),708,8,0,3,666,25,3,3
OAKWOOD ELEMENTARY SCHOOL,Georgia,1.30261E+11,1302610,Yes,Yes,5-Title I schoolwide school,34.2261,-83.8806,Yes participating without using any Provision or the CEO,461,17,0,150,38,246,9,1
OCEE ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,34.0533,-84.2317,Yes participating without using any Provision or the CEO,631,32,0,252,59,79,209,0
OCONEE COUNTY ELEMENTARY SCHOOL,Georgia,1.30396E+11,1303960,No,Yes,2-Title I targeted assistance school,33.8718,-83.444,Yes participating without using any Provision or the CEO,438,21,0,309,37,53,18,0
OCONEE COUNTY HIGH SCHOOL,Georgia,1.30396E+11,1303960,,No,6-Not a Title I school,33.8614,-83.4569,Yes participating without using any Provision or the CEO,1186,40,1,958,60,85,42,0
OCONEE COUNTY MIDDLE SCHOOL,Georgia,1.30396E+11,1303960,No,Yes,2-Title I targeted assistance school,33.874,-83.4446,Yes participating without using any Provision or the CEO,951,35,0,768,35,73,39,1
OCONEE COUNTY PRIMARY SCHOOL,Georgia,1.30396E+11,1303960,No,Yes,2-Title I targeted assistance school,33.871954,-83.447014,Yes participating without using any Provision or the CEO,547,34,0,404,34,50,25,0
ODOM ELEMENTARY SCHOOL,Georgia,1.30138E+11,1301380,Yes,Yes,5-Title I schoolwide school,31.1163,-83.6654,Yes under Community Eligibility Option (CEO),541,20,0,168,59,293,1,0
ODUM ELEMENTARY SCHOOL,Georgia,1.30555E+11,1305550,Yes,Yes,5-Title I schoolwide school,31.670824,-82.031717,Yes under Community Eligibility Option (CEO),392,18,0,342,12,19,0,1
ODYSSEY CHARTER SCHOOL,Georgia,1.30002E+11,1300023,Yes,Yes,5-Title I schoolwide school,33.403938,-84.748812,Yes participating without using any Provision or the CEO,332,16,0,148,134,29,5,0
OGLETHORPE AVENUE ELEMENTARY SCHOOL,Georgia,1.30117E+11,1301170,Yes,Yes,5-Title I schoolwide school,33.963768,-83.422015,Yes under Community Eligibility Option (CEO),572,21,1,120,217,211,1,1
OGLETHORPE CHARTER SCHOOL,Georgia,1.30102E+11,1301020,No,Yes,2-Title I targeted assistance school,31.995725,-81.076295,No,603,22,0,62,443,65,10,1
OGLETHORPE COUNTY ELEMENTARY SCHOOL,Georgia,1.30399E+11,1303990,Yes,Yes,5-Title I schoolwide school,33.8913,-83.1034,Yes participating without using any Provision or the CEO,470,23,1,295,82,59,9,1
OGLETHORPE COUNTY HIGH SCHOOL,Georgia,1.30399E+11,1303990,Yes,Yes,5-Title I schoolwide school,33.8842,-83.1253,Yes participating without using any Provision or the CEO,637,26,0,416,113,67,15,0
OGLETHORPE COUNTY MIDDLE SCHOOL,Georgia,1.30399E+11,1303990,Yes,Yes,5-Title I schoolwide school,33.895375,-83.108749,Yes participating without using any Provision or the CEO,487,27,0,304,79,70,7,0
OGLETHORPE COUNTY PRIMARY SCHOOL,Georgia,1.30399E+11,1303990,Yes,Yes,5-Title I schoolwide school,33.894,-83.1037,Yes participating without using any Provision or the CEO,541,33,0,361,83,58,6,0
OGLETHORPE POINT ELEMENTARY SCHOOL,Georgia,1.3024E+11,1302400,,No,6-Not a Title I school,31.2187,-81.3811,No,540,15,4,408,68,42,1,2
OKAPILCO ELEMENTARY SCHOOL,Georgia,1.30138E+11,1301380,Yes,Yes,5-Title I schoolwide school,31.2466,-83.8041,Yes under Community Eligibility Option (CEO),439,14,0,136,178,111,0,0
OLA ELEMENTARY SCHOOL,Georgia,1.30282E+11,1302820,,No,6-Not a Title I school,33.442,-84.0399,Yes participating without using any Provision or the CEO,883,51,1,439,279,99,11,3
OLA HIGH SCHOOL,Georgia,1.30282E+11,1302820,,No,6-Not a Title I school,33.4465,-84.0434,Yes participating without using any Provision or the CEO,1731,68,2,1048,471,116,19,7
OLA MIDDLE SCHOOL,Georgia,1.30282E+11,1302820,,No,6-Not a Title I school,33.4465,-84.0491,Yes participating without using any Provision or the CEO,1277,62,1,774,322,98,14,6
OLIVER ELEMENTARY SCHOOL,Georgia,1.30123E+11,1301230,Yes,Yes,5-Title I schoolwide school,33.5781,-84.446,Yes under Community Eligibility Option (CEO),585,14,0,2,455,95,18,1
OMEGA ELEMENTARY SCHOOL,Georgia,1.30498E+11,1304980,Yes,Yes,5-Title I schoolwide school,31.3431,-83.602,Yes under Community Eligibility Option (CEO),363,5,0,150,60,147,1,0
ORRS ELEMENTARY SCHOOL,Georgia,1.30252E+11,1302520,Yes,Yes,5-Title I schoolwide school,33.2528,-84.2933,Yes participating without using any Provision or the CEO,505,27,0,129,275,73,1,0
OSBORNE HIGH SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.8924,-84.565434,Yes participating without using any Provision or the CEO,2439,38,2,122,657,1595,24,1
OSBORNE MIDDLE SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.078014,-83.872967,Yes participating without using any Provision or the CEO,1677,96,3,895,320,218,141,4
OTIS J BROCK III ELEMENTARY SCHOOL,Georgia,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,32.084953,-81.127805,No,554,16,1,10,496,28,0,3
OTWELL MIDDLE SCHOOL,Georgia,1.30222E+11,1302220,Yes,Yes,5-Title I schoolwide school,34.2185,-84.1374,Yes participating without using any Provision or the CEO,1443,34,2,699,69,508,121,10
P. B. RITCH MIDDLE SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,33.913857,-84.76925,Yes participating without using any Provision or the CEO,697,51,2,149,380,108,6,1
PALMER MIDDLE SCHOOL,Georgia,1.30129E+11,1301290,,No,6-Not a Title I school,34.0521,-84.5689,Yes participating without using any Provision or the CEO,875,57,0,332,253,196,36,1
PALMETTO ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.5308,-84.6713,Yes under Community Eligibility Option (CEO),345,7,0,26,255,55,2,0
PANOLA WAY ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.729,-84.1692,Yes under Community Eligibility Option (CEO),677,8,0,1,633,31,1,3
PARK CREEK ELEMENTARY SCHOOL,Georgia,1.30162E+11,1301620,Yes,Yes,5-Title I schoolwide school,34.7917,-84.9491,Yes under Provision 2,584,7,0,55,27,489,6,0
PARK ELEMENTARY SCHOOL,Georgia,1.3027E+11,1302700,Yes,Yes,5-Title I schoolwide school,32.770164,-84.87567,Yes participating without using any Provision or the CEO,503,42,0,309,127,24,1,0
PARK STREET ELEMENTARY SCHOOL,Georgia,1.30351E+11,1303510,Yes,Yes,5-Title I schoolwide school,33.9491,-84.5325,Yes participating without using any Provision or the CEO,470,12,0,13,116,325,3,1
PARKLANE ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.6784,-84.4249,Yes under Community Eligibility Option (CEO),384,8,0,13,246,116,0,1
PARKSIDE ELEMENTARY SCHOOL,Georgia,1.30012E+11,1300120,Yes,Yes,5-Title I schoolwide school,33.7351,-84.3647,Yes participating without using any Provision or the CEO,584,43,0,186,321,29,5,0
PARKVIEW HIGH SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,33.8595,-84.1139,Yes participating without using any Provision or the CEO,3218,132,6,822,865,724,663,6
PARKWAY ELEMENTARY SCHOOL,GEORGIA,1.30141E+11,1301410,,No,6-Not a Title I school,33.55176,-82.201742,Yes participating without using any Provision or the CEO,626,35,0,396,80,73,42,0
PARKWOOD ELEMENTARY SCHOOL,Georgia,1.30288E+11,1302880,Yes,Yes,5-Title I schoolwide school,32.6247,-83.6302,Yes under Community Eligibility Option (CEO),584,31,0,79,360,110,4,0
PARSONS ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.0137,-84.091,Yes participating without using any Provision or the CEO,775,42,0,122,144,115,351,1
PARTEE ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.7939,-84.0535,Yes participating without using any Provision or the CEO,625,31,1,27,412,109,44,1
PATAULA CHARTER ACADEMY,Georgia,1.30022E+11,1300218,Yes,Yes,5-Title I schoolwide school,31.559649,-84.725492,No,586,10,0,373,159,35,8,1
PATE'S CREEK ELEMENTARY SCHOOL,Georgia,1.30282E+11,1302820,Yes,Yes,5-Title I schoolwide school,33.4958,-84.2439,Yes participating without using any Provision or the CEO,514,44,1,50,329,68,21,1
PATRICK ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.089114,-83.957553,Yes participating without using any Provision or the CEO,781,42,0,177,246,171,145,0
PATTERSON ELEMENTARY SCHOOL,Georgia,1.30414E+11,1304140,Yes,Yes,5-Title I schoolwide school,31.3834,-82.147,No,474,22,0,401,21,28,2,0
PAUL D. WEST MIDDLE SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.6886,-84.4656,Yes under Community Eligibility Option (CEO),811,7,0,8,518,277,0,1
PAUL DUKE STEM HIGH SCHOOL,GEORGIA,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.95221,-84.223131,Yes participating without using any Provision or the CEO,1087,32,1,170,256,523,103,2
PAUL J. BLACKWELL LEARNING CENTER,Georgia,1.30201E+11,1302010,,No,6-Not a Title I school,34.1146,-82.8531,Yes under Community Eligibility Option (CEO),107,7,0,37,47,16,0,0
PAULDING COUNTY HIGH SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,33.8925,-84.8334,Yes participating without using any Provision or the CEO,1906,110,1,980,575,218,18,4
PEACH COUNTY HIGH SCHOOL,Georgia,1.30405E+11,1304050,Yes,Yes,5-Title I schoolwide school,32.59088,-83.83872,Yes under Community Eligibility Option (CEO),984,33,0,266,508,170,4,3
PEACHCREST ELEMENTARY SCHOOL,GEORGIA,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.74757,-84.245561,Yes under Community Eligibility Option (CEO),619,25,4,10,538,32,10,0
PEACHTREE CITY ELEMENTARY SCHOOL,Georgia,1.30213E+11,1302130,,No,6-Not a Title I school,33.4084,-84.5922,Yes participating without using any Provision or the CEO,482,16,1,268,46,50,99,2
PEACHTREE ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.963282,-84.236674,Yes participating without using any Provision or the CEO,829,29,0,82,345,352,18,3
PEACHTREE MIDDLE SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.9311,-84.2968,Yes participating without using any Provision or the CEO,1477,38,2,481,218,576,155,7
PEACHTREE RIDGE HIGH SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,34.0131,-84.0873,Yes participating without using any Provision or the CEO,3326,134,2,581,979,724,902,4
